Author	Contribution Entry	Column	Year	Issue
Eliot, Thomas Stearns	"272 Verše. Z angličtiny přeložil a poznámku „Jak číst"" (k básním T. S. Eliota) napsal Jan Vladislav. 9/5, str. 170-180. Milostná písei\ Alfreda J. Prufrocka - Rapsodie větrné noci - Ráno u okna - Hysterie - Gerontion - V restauraci - Prázdní lidé - Marina."	English	1964	5
Ellison, Ralph	"273 Královská bitva. Kapitola z románu „Neviditelný muž"". Z angličtiny přeložil Jaroslav Schejbal. Ilustroval Radim Malát. 4/6, str. 98-106. - Poznámka."	English	1959	6
Eluard, Paul	274 A právě proto, že jsi dobrý. (Text stenografického přepisu Eluardova projevu ilegálně natočeného ke konci roku 1943.) Z francouzštiny přeložil a vydavatelskou poznámku napsal Adolf Kroupa. 7/6, str. 228-229. - Kreslený portrét Paula Eluarda od Francise Picabiy.	French	1962	6
Eluard, Paul	275 Básník je ten, kdo inspiruje ... (Citát.) Přeloženo z francouzštiny. 1 /5, str. 256. Hrob Gorana Kovačiée. (Báseň.) Viz zázn. 636.	French		
Eluard, Paul	276 Od obzoru jednoho k obzoru všech. (Básně.) Z francouzštiny přeložil a úvodní poznámku napsal Adolf Kroupa. 5/6, 49 str. 88-100. - Portrét autora od Pabla Picassa, 3 fotografie autora. Věrný - Vojáci v přilbách - Dělník - Ta obvyklá, celá - P ř ed vším ostatním - Kritika poezie -Jedenáctý sjezd ve Štrasburku - Stíny - Dvanáctý sjezd - Šťastná spravedlnost - A úsm ě v - Přišla jsi - My dva - Smrt, láska, život - Epitafy. Práce malíře. (Báseň .) Viz zázn. 77.	French	1960	6
Eluard, Paul	277 Stezky a cesty poesie. (Rozhlasové pásmo.) Z francouzštiny přeložili Adolf Kroupa a Ludvík Kundera. 4/1, str. 247 až 256; 4/2, str. 247-256; 4/3, str. 247-256; 4/4, str. 249 až 256; 4/5, str. 247-255. - Úvodní poznámka. Engels, Friedrich	French	1959	1
Eluard, Paul	278 K tomu přistupuje , že za našich poměrů se román obrací . .. (Citát.) Přeloženo z němčiny. 3/4, str. 145.	German	1958	4
Eluard, Paul	279 Moderní Rusové a Norové, kteří píší výborné romány .. . (Citát.) Přeloženo z němčiny. 2/5, str. 37. viz též Marx, Karl	German	1957	5
Enzensberger, Hans Magnus	Larisa - Manhattan Island. (Básně.)Viz zázn. 1193.			
Enzensberger, Hans Magnus	280 Vznik jedné básně. (Studie.) - Konec slov - Rozhovor substancí - Muži v tramvaji - Candide - Dotaz k piJ lnoci - Poslepu - Zdánlivě mrtví - Poselství potápěče - Pěna. (Básně .) Z němčiny přeložili a závěrečné slovo o básníkovi napsali Josef Hiršal a Bohumila Grogerová. 8/3, str. 1-25. - Fotografie autora.	German	1963	3
Erenburg, ll'ja Grigor'jevič	281 Kniha pro dospělé. (Autobiografie.) Z ruštiny přelož ili Marcela a Jiří Pittermannovi. Verše přeložil Luděk Kubišta. Úvod napsal Miroslav Drozda. Portrét liji Erenburga nakreslil František Tichý. 6/2, str. 16-101. - Vychází k sedmdesátinám liji Erenburga.	Russian	1961	2
Erenburg, ll'ja Grigor'jevič	282 Nad četbou Čechova. (Studie.) Z ruštiny přeložila Jiřin a Zumrová. 5/1, str. 177-205.	Russian	1960	1
Erenburg, ll'ja Grigor'jevič	283 Nové výrobní methody dokáže mnohem lépe popsat inženýr . .. (Citát.) Přeloženo z ruštiny. 4/6, str. 204.	Russian	1959	6
Erenburg, ll'ja Grigor'jevič	284 O ·Heinovi se říkalo, že není německý básník ... (Citát.) Přeloženo z ruštiny. 3/1, str. 35.	Russian	1958	1
Erenburg, ll'ja Grigor'jevič	285 Oba jsme se narodili roku 1891 ... (Vzpomínka na Osipa Emiljeviče Mandelštama.) Přeloženo z rušt iny. 10/3, str. 171.		1965	3
Erenburg, ll'ja Grigor'jevič	286 Poesie Mariny Cvětajevové. Stať z ruštiny přeložil a citované verše přebásnil Jan Zábrana. 2/6, str. 44-48. 50	Russian	1957	6
Erenburg, ll'ja Grigor'jevič	287 V době družic Země je třeba pohovořit si o družicfch lidského srdce. (Citát.) Přeloženo z ruštiny. 4/6, str. 35.	Russian	1959	6
Erenburg, ll'ja Grigor'jevič	288 V předtuše jara. (Článek o předpokladech mezinárodní spolupráce v oblasti kultury.) 5/1, str. 1-6. - Fotografie autora.		1960	1
Eriksson, Ture	Rozp/ftač sftf. (Báseň.) Viz zázn. 790.			
Espinasse, Bernard	289 Marion Lee. (Báseň.) Z angličtiny přeložil Stanislav Mareš. 3/3, str. 47-49. - Vyšlo pod souhrnným názvem Příběhy z Austrálie.	English	1958	3
Estrada, Luis Pico	290 Stará Evropa. - Svátečnf den. (Povídky.) Ze španělštiny přeložil Kamil Uhlíř. Povídku Stará Evropa ilustrovala Daisy Mrázková, Sváteční den Alex Beran. 6/5, str. 174--179.	Spanish	1961	5
Fadejev, Aleksandr Aleksandrovič	"291 Dopisy. (Dopisy jsou vybrány ze sbírky Za třicet let.) Z ruštiny přeložil Zdeněk Skopal. 5/5, str. 159-168. - Fotografie autora. O románu „Jak se kalila ocel"" (N. A. Ostrovskému) - .,Kdyf jsem byla maličká"" (Věře lnberové) - ,.Zlatý kočár"" (Leonidu Leonovovi) - Umělec novátor (I. J. lliinovi-Maršakovi) - O „Táni"" I. Erenburga (Dybovovi) - O tvorbě V. V. Ivanova - O románu .,Poráfka"" (Bušminovi)."	Russian	1960	5
Falnlight, Harry	292 Lun{k. (Báseň.) Z angličtiny přeložil Jan Zábrana. 10/6, str. 18-19. - Vychází pod společným názvem 17 mladých prozaiků, 16 mladých básníků, 33 mladých autorů a se slovníčkem spisovatelů .	English	1965	6
Fargue, Léon-Paul	293 Nazývám buržoou každého ... (Citát.) Přeloženo z francouzštiny. 2/1, str. 159.	French	1957	
Farner, Konrad	"294 Myšlenky o „impulsivních myšlenkách"". (Z diskuse časopisu Bildende Kunst o teorii umění a marxismu.) Z němčiny přeložil D. P. ( = Dalibor Plichta). 2/4, str. 252-254."	German	1957	4
Farokhzad, Freydoun	295 Země ve stínu. Báseň ze sbírky Andere Jahreszeit. Z němčiny přeložil Jan Scheinost. 10/6, str. 19. - Vychází pod společným názvem 17 mladých prozaiků, 16 mladých básníků, 33 mladých autorů a se slovníčkem spisovatelů. 51	German	1965	6
Fárová, Anna	296 Deset současných fotografů. Aaron Siskind, Dennis Stock, Hiroshi Hamaya, Cornell Capa, Robert Doisneau, André Kertész, Burton Glinn, Bill Brandt, Emil Schulthess, William Klein. (Životopisné poznámky s ukázkami z díla.) 10/6, str. 178-190.		1965	6
Fárová, Anna	297 Werner Bischof (1916-1954). (Životopisná stať s ukázkami z díla.) 4/4, str. 23, 24, 230, 248, obálka s. 1-4. - Fotografie Wernera Bischofa.		1959	4
Fast, Howard	"298 Kristus v Cuernavace. Povídka ze sbírky „Poslední večeře"". Z angličtiny přeložil František Vrba. 1/3, str. 195-208."	English	1956	3
Faulkner, William	299 Důležité nenl být tfm nebo oním, ale vědět, že jsme tfm nebo oním. Věnováni do knihy příteli. Přeloženo z angličtiny. 1 /2, str. 256.	English		
Faulkner, William	A Fab/e. Recenze s ukázkami. Viz zázn. 237.			
Faulkner, William	300 Povídky Williama Faulknera. Z angličtiny přeložil Josef Schwarz. Linoleoryt Oldřicha Jelínka k povídce Když slunce zapadne. 1/3, str. 7-42. - Úvodní stať o autorovi. Fotografie autora. Suché září - Když slunce zapadne - Tam a zpátky.	English	1956	3
Faulkner, William	301 Šindele pro hospodina. (Povídka.) Z angličtiny přeložil Milan Calábek. Fotografie Wolkera Evanse. 8/3, str. 125-139.	English	1963	3
Fearing, Kenneth	302 C jako civilizace. (Básně.) Z angličtiny přeložil a úvod napsal Stanislav Mareš. Ilustroval Václav Šprungl. 6/4, str. 128-139. - Fotografie autora. Manhattan - Ted' - Andy a Jerry a Joe - Nekrolog - C jako civilizace - En route - Památka - Sherlock tráví den na venku - Zastavárníkovo od poledne.	English	1961	4
Fedin, Konstantin Aleksandrovič	303 Alexandr Fadějev. (Studie.) Z ruštiny přeložil Zdeněk Skopal. 5/5, str. 150-157. - 2 fotografie Alexandra Fadejeva.	Russian	1960	5
Fedin, Konstantin Aleksandrovič	304 Citem umění, jak jej chápe sovětská literatura ... (Citát.) Přeloženo z ruštiny. 7 /1, str. 245.	Russian		
Fedin, Konstantin Aleksandrovič	305 Dokud jsem se já, spisovatel staršího pokolení, ... (Citát.) Přeloženo z ruštiny. 7 /1, str. 45.	Russian		
Fedin, Konstantin Aleksandrovič	"306 Dvacátá léta. (Z knihy Gorkij mezi námi.) Z ruštiny přeložila Jarmila Fromková. Úvod napsal J. Kadlec. 9/1, 52 str. 225-244. - Snímek K. Fedina od Marie Šechtlové, fotografie M. Gorkého z let 1921-22, Vsevoloda Ivanova, Alexandra Bioka, Nikolaje Tichonova, Lva Lunce, Konstantina Fedina ve dvacátých letech, Michala Zoščenka, kreslený portrét Akima Volynského od J. Anněnkova (1921), reprodukce obálky prvního almanachu Serapionových bratří (1922) a první knihy Venjamina Kaverina „Osada dvorca""."	Russian	1964	1
Fedin, Konstantin Aleksandrovič	307 Kdykoliv se vy, realističtl spisovatelé, ... (Citát.) Přeloženo z ruštiny. 7/1, str. 177.	Russian	1962	1
Fedin, Konstantin Aleksandrovič	308 Naše přesvědčen{ o tom, že literatura mus{ být naplněna lidovým obsahem ... (Citát.) Přeloženo z ruštiny. 7/1, str. 34.	Russian	1962	1
Fedin, Konstantin Aleksandrovič	"309 Někdy musili vozit Gorkému poštu ... Úryvek z knihy ,,Gorkij mezi námi"". Přeloženo z ruštiny. 3/4, str. 24."	Russian	1958	4
Fedin, Konstantin Aleksandrovič	310 Spisovatel, uměn{, čas. (Kapitoly ze stejnojmenné knihy.) Z ruštiny přeložil a úvod napsal Josef Kadlec, 3/4, str. 1-25. - 4 fotografie autora. Uveřejněné kapitoly: Alexandr Blok - Jurij Tynjanov - Tragedie Stefana Zweiga - Leonhard Frank.	Russian	1958	4
Fedin, Konstantin Aleksandrovič	311 Zabývat se problémy umělecké formy ... (Citát.) Přeloženo z ruštiny. 7/1, str. 176.	Russian	1962	1
Feininger, Andreas	Fotografie. Viz zázn. 478.			
Feld, Charles	"312 Picassova „Snídaně v trdvě"". (K souboru kreseb a olejů vydaných pod názvem Snídaně nakladatelstvím Cercle ďart s průvodním textem Douglase Coopera.) Z francouzštiny přeložil Dalibor Plichta. 7/6, str. 222-227. 14 obr."	French	1962	6
Feldstein, Valter	313 Lion Feuchtwanger, občan a spisovatel své doby. 3/1, str. 164-180. - Ukázka z dramatu Vdova Capetová. Fotografie L. Feuchtwangera.		1958	1
Fellini, Federico	314 8 1 /2. (Filmový scénář.) Z italštiny přeložil Zdeněk Frýbort. Úvodem výňatky z kritik stejnojmenného filmu od A. Karaganova, Aggeo Savioliho, George Sadoula a Felliniho vyjádření k udělení ceny v Moskvě. 8/6, str. 1-54. - Ilustrační doprovod tvoří záběry z filmu. Sladký život. Recenze s ukázkami. Yiz zázn. 994.	Italian	1963	6
Fencl, Otakar	315 Hrdinové, kteřf nepláčou, ani se nesměj{ - ale diskutuj{ ... Na okraj dvousvazkového výboru her G. B. Shawct 53 v SNKLHU. Recenze. 1/3, str. 244-247. - Fotografie obálky recenzované knihy.		1956	3
Fencl, Otakar	"316 Tři stadia „německé otázky"". Recenze divadelních her Carla Zuckmayera: Ďáblův generál - Studené světlo; Gerta Weymanna: Generace; Friedricha Durrenmatta: Manželství pana Mississippi a Herkules a Augiášův chlév - Návštěva staré dámy. 3/6, str. 221-226."		1958	6
Ferlin, Nils	Svit hvězd - ten stejně je tupý - Dnes v listě. (Básně.) Viz zázn. 790.			
Ferlinghetti, Lawrence	317 Experimentální popis večeře dávané u přlležitosti obžaloby presidenta Eisenhowera. (Báseň.) Z angličtiny přeložil Jan Zábrana. Ilustroval Karel Souček. 5/4, str. 233-237.	English	1960	4
Ferlinghetti, Lawrence	318 Lunapark mysli. (Básně.) Z angličtiny přeložil a stať o autorovi napsal Jan Zábrana. Poznámku k fotografiím doprovázejícím výbor napsal Ludvík Souček. 5/4, str. 1-19. - Fotografie autora. Autoři snímků: George Moffet, Gordon Parks, Simpson Kalisher, Harvey Shaman, Liselotte Strelow, Philippe Halsmann, Ed Feinstein, Suzanne Szasz, Benjamin Spiegel, Fritz Henel, Edward M. Ford. Já s krásou nespal celý život ... - Č:ekám - Svět je báječné místo ... - Byla to tvář, kterou mohla tma zabít ... - V malé cukrárně za nadzemní drahou ... - Štěstěna ... - Nenech toho koně ... - Ne jako Dante ... - Kafkův Zámek stojí nad světem ... - Na Goyových noislavnějších obrazech ...	English	1960	4
Ferlosio, Rafael	Sónchez EI Jarama. Recenze s ukázkami. Viz zázn. 182.			
Fernóndez, Pablo Armando	319 Ozvěna ticha. (Básně.) Vybral, ze španělštiny přeložil a poznámku o kubánském autorovi napsal Vladimír Medek. 9/1, str. 122-133. - Fotografie autora. Kohout z Pomander Walk (11. část cyklu)- Maple - NávštěvaMořeplavci - Bcíser\ na ostrov Pinos (1. část cyklu) - Ozvěna ticha.	Spanish	1964	1
Ferreira de Castro, José Maria	320 Misie. (Novela.) Z portugalštiny přeložil a úvodní poznámku napsal Eugen Spálený. 3/1, str. 94-121.	Portuguese	1958	1
Feuchtwanger, Lion	321 Feuchtwanger o dvou nositellch Nobelovy ceny. (Halldór Laxness, Ernst Hemingway.) 1/5, str. 248-249.		1956	5
Feuchtwanger, Lion	322 Mým českým čtenářům!. .. (Dopis.) 3/1, str. 163. - Fotografie autora. 54		1958	1
Feuchtwanger, Lion	323 Věřím, že d(lo, které si dělá nárok na to, aby bylo skutečným d(lem ... (Citát.) Přeloženo z němčiny. 2/4, str. 7.	German	1957	4
Fiala, Vladimír	324 Eduard Wiira/t ... (Životopisná stať.) Ukázky z díla E. Wiiralta. S/3, str. 83, 154, 15S, 224-226.			
Filipowicz, Kornel	32S Můj přítel a ryby. (Povídka.) Z polštiny přeložila Vendulka Zapletalová. Ilustroval Bohumil Štěpán. 9/4, str. 1-12. - Poznámka o autorovi s fotografií.	Polish	1964	4
Filla, Emil	326 Čím silnější kořeny má život a kultura nějakého národa ... (Čtyři citáty.) 7/2, str. 160.		1962	2
Filla, Emil	327 Dnes již nechceme se ztráceti před vlastní odpovědností ... (Citát.) 7 /2, str. 6S.			
Filla, Emil	328 Jen malodušní umělci se mohou báti ... - Umění nemůže se stát výrazem absolutní negace ... (Citáty.) 7/2, str. 222.		1962	2
Filla, Emil	329 U nás vedle radosti z nástupu přičlenil se předčasný smutek generace ... (Tři citáty.) 7/2, str. 224.		1962	2
Filla, Emil	"330 „ Vše se měn/"", jest heslem umění právě tak jako světa ... (Citát.) 7/2, str. 167."		1962	2
Filla, Emil	331 Zda lid d(la Rembrandtova nosil na srdci ... - Velký talent se neboj{ internacionálnosti ... (Citáty.) 7/2, str. 109.		1962	2
Fischer, Ernst	332 Franz Kafka. (Studie.) Z němčiny přeložil Alexej Kusák. Fotografie Jana Paříka. 8/4, str. S6-91.	German	1963	4
Fischer, Ernst	333 Umění je nepostradatelné, aby člověk byl schopen poznávat a měnit svět ... (Citát.) Přeloženo z němčiny. 4/3, str. 77.	German	1959	3
Fischer, Jan O.	"334 Bérangerova satirická píseň. (Studie.) Text písní „Nabuchodonosor"" a „Pan s~nátor"" přeložil Jan O. Fischer. Grandvillovy ilustrace k písním „Žádost, předložená vznešenými psy, o volný přístup do královské zahrady v Tuileriích"" a „Ostatky"" (z vydání 1839) a ilustrace E. Lorsaye k „Panu senátorovi"" (z vydáni 1866). 2/4, str. 242 až 2S2. - Kreslený portrét Pierre-Jeana de Bérangera. Noty."		1957	4
Fischer, Jan O.	33S Jenže ... , říká André Wurmser. (K novinářské činnosti André Wurmsera v l'Humanité.) 7/6, str. 238--241.		1962	6
Fischer, Jan O.	336 Pierre Gascar a některé otázky francouzské literatury. (Studie.) 9/2, str. 133-139. - Fotografie P. Gascara. Následuje Gascarova povídka Cisterna. 5S		1964	2
Fischer, Jan O.	"337 Tvůrčl cesta bdsníka „lnternaciondly"". (Studie o díle Eugena Pottiera.} 2/S, str. 2S0-2S5."			
Fitzgerald, Francis Scott	338 Interview. (Autor sám o sobě.} Z angličtiny přeložila Eva Korelusová. 10/6, str. 25S-2S6. - Fotografie autora.	English	1965	6
Fitzgerald, Francis Scott 338 Interview. (Autor sám o sobě.} Z angličtiny přeložila Eva Korelusová. 10/6, str. 25S-2S6. - Fotografie autora.	339 Poesie je buď něco, co v člověku žije jako oheň ... (Citát.) Přeloženo z angličtiny. 3/S, str. 248.	English		
Fitzgerald, Francis Scott 338 Interview. (Autor sám o sobě.} Z angličtiny přeložila Eva Korelusová. 10/6, str. 25S-2S6. - Fotografie autora.	340 Poslednl magndt. (Román.} Z anglického originálu přeložil Lubomír Dorůžka. Ilustroval Jiří Svoboda. 9/5, str. 39 až 72; 9/6, str. 183-209. - Předchází stať Josefa Škvoreckého o autorovi.	English	1964	5
Florit, Eugenio	Hoch v hordch. (Báseň.) Viz zázn. 106S.			
Fodéba, Kéita	341 Africké svltdní. (Písně.} Z francouzštiny přeložil Ladislav Novák. 6/1, str. 6S-72. POlnoc - Africké svítání - Písně Džoliby.	French	1961	1
Fogelstrom, Per Anders	I kvinnoland (V zemi žen}. Recenze s ukázkami. Viz záz;i. 10S0. Somaren med Monica (Léto s Monikou). Recenze s ukázkami. Viz zázn. 10S0.			
Fogelstrom, Per Anders	342 Všichni jsme zabloudili. (Povídka.} Ze švédštiny přeložil Václav Frýbert. 4/3, str.177-180. - Reprodukce obrazu Ivara Aroseniuse Sám s Pánembohem. Závěrečná poznámka Jana Raka K současné švédské povídce na str. 181.	Swedish	1959	3
Foote, Shelby	343 Blues pro trubku. (Povídka.) Z anglického originálu přeložil a poznámku o autorovi na závěr napsal Jaroslav Schejbal. Ilustroval Adolf Born. 8/1, str. 74-99.	English	1963	1
Forbelský, Josef	344 Formentor (Mallorka). (Informační článek o I. mezinárodním rozhovoru o románu organizovaném nakladatelstvlm Seix y Barral v Barceloně.} 6/1, str. 245-247. - Zpracováno podle časopisu Destino a bulletinů pořádajícího nakladatelství.		1961	1
Forbelský, Josef	345 Luis Goytiso/o-Gay: Za městem (Las afueras). Recenze románu s ukázkami. 6/1, str. 213-223. - Fotografie autora románu. Reprodukce obálky původního vydání.		1961	1
Fort, Paul	346 Paul Fort bdsnfk věčně sladké Francie. Ukázky z díla vybral, 56 přebásnil o úvodní studii napsal Jiří Konůpek. Kresby Jaroslav Šerých. 2/2, str. 135-146. - Kresbo autora od Alberto Vorodiho. Žalozpěv o voiáclch (Francouzské balady, 1897) - Bárka (Balady a noci, 1897) - Námořnická láska a Píse~ námořníka (Námoř• nická láska, 1900) - Prvnl dostaveníěko (Sentimentální Paříž. 1902) - Zrádce (Básně o Francii - Lyrický deník války, 1916) - Sbor o dostaveníčkách (Skřivánek, 1917)- Hamlet samotář (Věnec líbeznému Williamovi, 1920).		1957	2
France, Anatole	347 Dobře inspirovaný romanopisec vybere si za hrdiny nezndmé lidi, ... (Citát.) Přeloženo z francouzštiny. 2/3, str. 75. viz též Bergeret	French	1957	3
Francl, Gustav	348 Průhled do francouzské poesie dneška. Recenze sborníku Les Poemes de l'année 1956 s ukázkami. Ukázky přeložil Gustav Fronci. 2/4, str. 221-226. V ukázkách jsou zastoupeni: Andrée Chedid : Pozdrav básníkovi - Philippe Chabaneix: Květy tamaryšků - Géo Norge: Z dětstvl - Mireille Vicendon: Znamení - Denise Jallais: Nepříjemnost - Jacques Prévert: Náhlý hluk.		1957	4
Fran~ois, André	Kreslené vtipy. Viz zázn. 649.			
Fran~ois, André	349 Reprodukce kreseb. 1 /2, str. 36, 253, 255, 256.			
Franěk, Jii'í F.	350 Důkladné ohledán( terénu. Recenze sborníku, který k padesátiletí M. A. Šolochova vydalo Leningradská universita v r. 1956.2/5, str. 240-245.		1957	5
